index,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,fifties,thirties,zeros,overall_average,strike_rate,form_innings,form_runs,recent_not_outs,recent_100s,recent_50s,recent_30s,recent_zeros,form_average,home_innings,home_runs,home_not_out_count,home_100s,home_50s,home_30s,home_zeros,home_average,away_innings,away_runs,away_not_out_count,away_100s,away_50s,away_30s,away_zeros,away_average,img_url
837,Babar Azam,Pakistan,45,1730,10,1365,0,16,10,2,49.42857143,113.7555427,10,331,1,0,4,1,2,36.77777778,17,669,3,0,6,4,2,47.78571429,28,1061,7,0,10,6,0,50.52380952,https://i.ibb.co/YN3dFnR/player.png
841,E Lewis,West Indies,34,989,2,667,2,6,3,3,30.90625,111.6696876,10,274,1,0,1,3,0,30.44444444,16,474,2,1,2,1,0,33.85714286,18,515,0,1,4,2,3,28.61111111,https://i.ibb.co/YN3dFnR/player.png
842,BKG Mendis,Sri Lanka,26,484,2,382,0,5,0,3,20.16666667,97.18996786,10,151,1,0,1,0,3,16.77777778,12,279,0,0,3,0,1,23.25,14,205,2,0,2,0,2,17.08333333,https://i.ibb.co/YN3dFnR/player.png
843,SS Pathirana,Sri Lanka,5,27,0,26,0,0,0,0,5.4,87.33333333,5,27,0,0,0,0,0,5.4,2,8,0,0,0,0,0,4,3,19,0,0,0,0,0,6.333333333,https://i.ibb.co/YN3dFnR/player.png
848,N Pooran,West Indies,24,392,4,335,0,2,1,2,19.6,104.4943699,10,118,2,0,0,1,2,14.75,9,145,1,0,1,0,1,18.125,15,247,3,0,1,1,1,20.58333333,https://i.ibb.co/YN3dFnR/player.png
849,Karim Janat,Afghanistan,17,268,3,241,0,1,0,1,19.14285714,107.8915473,10,159,1,0,1,0,1,17.66666667,0,31,1,0,0,0,0,13,17,268,3,0,1,0,1,19.14285714,https://i.ibb.co/YN3dFnR/player.png
851,Rameez Shahzad,United Arab Emirates,19,416,5,386,0,1,5,2,29.71428571,87.6262743,10,198,2,0,1,2,1,24.75,18,367,5,0,1,4,2,28.23076923,1,49,0,0,0,1,0,49,https://i.ibb.co/YN3dFnR/player.png
852,Shahid Wasif,Hong Kong,16,259,4,238,0,1,2,1,21.58333333,95.73651342,10,188,1,0,1,1,0,20.88888889,0,31,1,0,0,0,0,13,16,259,4,0,1,2,1,21.58333333,https://i.ibb.co/YN3dFnR/player.png
853,Ehsan Khan,Hong Kong,14,178,8,141,0,0,1,3,29.66666667,103.0940853,10,87,5,0,0,0,3,17.4,0,31,1,0,0,0,0,13,14,178,8,0,0,1,3,29.66666667,https://i.ibb.co/YN3dFnR/player.png
855,Aqib Ilyas,Oman,16,360,5,312,0,2,3,1,32.72727273,119.696079,10,201,3,0,1,2,1,28.71428571,0,31,1,0,0,0,0,13,16,360,5,0,2,3,1,32.72727273,https://i.ibb.co/YN3dFnR/player.png
856,Khurram Nawaz,Oman,13,210,4,188,0,1,0,0,23.33333333,103.195914,10,156,2,0,1,0,0,19.5,0,31,1,0,0,0,0,13,13,210,4,0,1,0,0,23.33333333,https://i.ibb.co/YN3dFnR/player.png
857,Naseem Khushi,Oman,8,117,2,80,0,0,0,2,19.5,111.7401961,8,117,2,0,0,0,2,19.5,0,31,1,0,0,0,0,13,8,117,2,0,0,0,2,19.5,https://i.ibb.co/YN3dFnR/player.png
858,TC Bruce,New Zealand,17,279,4,233,0,2,1,2,21.46153846,101.0056483,10,143,2,0,1,0,2,17.875,12,191,2,0,1,1,2,19.1,5,88,2,0,1,0,0,29.33333333,https://i.ibb.co/YN3dFnR/player.png
859,Ghulam Shabber,United Arab Emirates,12,172,4,161,0,1,0,0,21.5,111.6108453,10,150,4,0,1,0,0,25,10,104,3,0,0,0,0,14.85714286,2,68,1,0,1,0,0,68,https://i.ibb.co/YN3dFnR/player.png
862,GJ Thompson,Ireland,8,107,1,110,0,0,2,2,15.28571429,59.375,8,107,1,0,0,2,2,15.28571429,2,76,0,0,0,2,0,38,6,31,1,0,0,0,2,6.2,https://i.ibb.co/YN3dFnR/player.png
863,L Tucker,Ireland,13,120,1,122,0,0,0,1,10,88.05508594,10,93,0,0,0,0,1,9.3,4,23,0,0,0,0,1,5.75,9,97,1,0,0,0,0,12.125,https://i.ibb.co/YN3dFnR/player.png
865,J Little,Ireland,8,23,2,29,0,0,0,3,3.833333333,101.5151515,8,23,2,0,0,0,3,3.833333333,3,1,1,0,0,0,2,0.5,5,22,1,0,0,0,1,5.5,https://i.ibb.co/YN3dFnR/player.png
867,Hazratullah,Afghanistan,15,570,1,393,1,2,3,1,40.71428571,121.7354672,10,223,0,0,0,3,1,22.3,0,31,1,0,0,0,0,13,15,570,1,1,2,3,1,40.71428571,https://i.ibb.co/YN3dFnR/player.png
872,AJ Turner,Australia,7,57,3,57,0,0,0,1,14.25,86.44688645,7,57,3,0,0,0,1,14.25,6,57,3,0,0,0,0,19,1,0,0,0,0,0,1,0,https://i.ibb.co/YN3dFnR/player.png
873,GD Phillips,New Zealand,22,506,4,344,1,2,3,0,28.11111111,137.8188092,10,236,3,0,1,3,0,33.71428571,17,444,4,1,2,3,0,34.15384615,5,62,0,0,0,0,0,12.4,https://i.ibb.co/YN3dFnR/player.png
876,JT Smuts,South Africa,13,174,0,173,0,0,1,1,13.38461538,88.06663578,10,138,0,0,0,1,1,13.8,8,92,0,0,0,0,0,11.5,5,82,0,0,0,1,1,16.4,https://i.ibb.co/YN3dFnR/player.png
878,M Mosehle,South Africa,6,105,2,65,0,0,2,0,26.25,218.6616162,6,105,2,0,0,2,0,26.25,3,49,2,0,0,1,0,49,3,56,0,0,0,1,0,18.66666667,https://i.ibb.co/YN3dFnR/player.png
880,AL Phehlukwayo,South Africa,17,106,5,101,0,0,0,6,8.833333333,78.20473644,10,60,2,0,0,0,3,7.5,10,55,2,0,0,0,3,6.875,7,51,3,0,0,0,3,12.75,https://i.ibb.co/YN3dFnR/player.png
882,JA Richardson,Australia,7,36,4,31,0,0,0,1,12,165.3061224,7,36,4,0,0,0,1,12,1,0,0,0,0,0,1,0,6,36,4,0,0,0,0,18,https://i.ibb.co/YN3dFnR/player.png
883,JRMVB Sanjaya,Sri Lanka,5,20,2,18,0,0,0,0,6.666666667,131.4285714,5,20,2,0,0,0,0,6.666666667,1,6,0,0,0,0,0,6,4,14,2,0,0,0,0,7,https://i.ibb.co/YN3dFnR/player.png
884,JN Mohammed,West Indies,8,90,3,106,0,0,0,1,18,72.62883772,8,90,3,0,0,0,1,18,4,59,3,0,0,0,0,59,4,31,0,0,0,0,1,7.75,https://i.ibb.co/YN3dFnR/player.png
885,R Powell,West Indies,22,344,3,294,0,2,2,2,18.10526316,94.08788923,10,196,1,0,2,1,1,21.77777778,6,61,3,0,0,1,1,20.33333333,16,283,0,0,2,1,1,17.6875,https://i.ibb.co/YN3dFnR/player.png
886,DJ Malan,England,24,1003,5,725,1,10,2,0,52.78947368,124.752343,10,384,2,0,3,1,0,48,7,291,2,0,3,1,0,58.2,17,712,3,1,7,1,0,50.85714286,https://i.ibb.co/YN3dFnR/player.png
889,Mehedi Hasan Miraz,Bangladesh,11,94,2,82,0,0,0,3,10.44444444,92.06460206,10,94,2,0,0,0,2,11.75,2,27,0,0,0,0,0,13.5,9,67,2,0,0,0,3,9.571428571,https://i.ibb.co/YN3dFnR/player.png
890,Mohammad Saifuddin,Bangladesh,11,145,4,143,0,0,2,0,20.71428571,123.2838018,10,139,4,0,0,2,0,23.16666667,6,40,2,0,0,0,0,10,5,105,2,0,0,2,0,35,https://i.ibb.co/YN3dFnR/player.png
893,BJ McCarthy,Ireland,5,29,2,23,0,0,0,3,9.666666667,64.35897436,5,29,2,0,0,0,3,9.666666667,0,31,1,0,0,0,0,13,5,29,2,0,0,0,3,9.666666667,https://i.ibb.co/YN3dFnR/player.png
894,Fakhar Zaman,Pakistan,38,838,3,639,0,4,7,2,23.94285714,112.8445843,10,97,0,0,0,1,2,9.7,12,223,2,0,0,3,1,22.3,26,615,1,0,4,4,1,24.6,https://i.ibb.co/YN3dFnR/player.png
895,Shadab Khan,Pakistan,17,183,5,151,0,0,1,3,15.25,106.3384818,10,98,2,0,0,1,2,12.25,2,6,0,0,0,0,1,3,15,177,5,0,0,1,2,17.7,https://i.ibb.co/YN3dFnR/player.png
896,Hasan Ali,Pakistan,10,81,4,45,0,0,0,3,13.5,135.9423077,10,81,4,0,0,0,3,13.5,1,20,1,0,0,0,0,0,9,61,3,0,0,0,3,10.16666667,https://i.ibb.co/YN3dFnR/player.png
901,T Bharaj,Denmark,6,36,1,54,0,0,0,1,7.2,49.02998236,6,36,1,0,0,0,1,7.2,0,31,1,0,0,0,0,13,6,36,1,0,0,0,1,7.2,https://i.ibb.co/YN3dFnR/player.png
902,HAM Shah,Denmark,6,116,0,129,0,0,1,0,19.33333333,85.46710621,6,116,0,0,0,1,0,19.33333333,0,31,1,0,0,0,0,13,6,116,0,0,0,1,0,19.33333333,https://i.ibb.co/YN3dFnR/player.png
903,Anique Uddin,Denmark,6,64,2,81,0,0,1,0,16,67.02089169,6,64,2,0,0,1,0,16,0,31,1,0,0,0,0,13,6,64,2,0,0,1,0,16,https://i.ibb.co/YN3dFnR/player.png
906,OD Hald,Denmark,6,39,2,34,0,0,0,1,9.75,98.80952381,6,39,2,0,0,0,1,9.75,0,31,1,0,0,0,0,13,6,39,2,0,0,0,1,9.75,https://i.ibb.co/YN3dFnR/player.png
908,J Jojo,Denmark,5,36,3,27,0,0,0,0,18,164.5,5,36,3,0,0,0,0,18,0,31,1,0,0,0,0,13,5,36,3,0,0,0,0,18,https://i.ibb.co/YN3dFnR/player.png
909,Delawar Khan,Denmark,6,41,1,31,0,0,0,2,8.2,88.75,6,41,1,0,0,0,2,8.2,0,31,1,0,0,0,0,13,6,41,1,0,0,0,2,8.2,https://i.ibb.co/YN3dFnR/player.png
910,ND Laegsgaard,Denmark,6,101,1,95,0,0,1,0,20.2,91,6,101,1,0,0,1,0,20.2,0,31,1,0,0,0,0,13,6,101,1,0,0,1,0,20.2,https://i.ibb.co/YN3dFnR/player.png
914,Amir Mangal,Germany,6,56,2,39,0,0,0,0,14,154.3269231,6,56,2,0,0,0,0,14,0,31,1,0,0,0,0,13,6,56,2,0,0,0,0,14,https://i.ibb.co/YN3dFnR/player.png
915,MJ Richardson,Germany,5,117,3,103,0,0,2,0,58.5,114.245098,5,117,3,0,0,2,0,58.5,0,31,1,0,0,0,0,13,5,117,3,0,0,2,0,58.5,https://i.ibb.co/YN3dFnR/player.png
916,Zishan Shah,Denmark,5,88,1,87,0,1,0,0,22,93.33333333,5,88,1,0,1,0,0,22,0,31,1,0,0,0,0,13,5,88,1,0,1,0,0,22,https://i.ibb.co/YN3dFnR/player.png
918,Umar Adam,Maldives,6,126,1,108,0,1,1,0,25.2,97.65197604,6,126,1,0,1,1,0,25.2,0,31,1,0,0,0,0,13,6,126,1,0,1,1,0,25.2,https://i.ibb.co/YN3dFnR/player.png
919,Ahmed Hassan,Maldives,5,63,0,101,0,0,0,0,12.6,59.84693085,5,63,0,0,0,0,0,12.6,0,31,1,0,0,0,0,13,5,63,0,0,0,0,0,12.6,https://i.ibb.co/YN3dFnR/player.png
920,Mohamed Rishwan,Maldives,6,130,0,129,0,1,1,0,21.66666667,85.86812294,6,130,0,0,1,1,0,21.66666667,0,31,1,0,0,0,0,13,6,130,0,0,1,1,0,21.66666667,https://i.ibb.co/YN3dFnR/player.png
926,DF Jacobs,Thailand,8,101,0,162,0,0,0,1,12.625,56.78475422,8,101,0,0,0,0,1,12.625,4,43,0,0,0,0,1,10.75,4,58,0,0,0,0,0,14.5,https://i.ibb.co/YN3dFnR/player.png
928,HJ Jordaan,Thailand,8,166,1,214,0,0,3,0,23.71428571,72.44387381,8,166,1,0,0,3,0,23.71428571,4,72,0,0,0,1,0,18,4,94,1,0,0,2,0,31.33333333,https://i.ibb.co/YN3dFnR/player.png
929,N Pathan,Thailand,8,149,2,132,0,1,2,1,24.83333333,88.34077381,8,149,2,0,1,2,1,24.83333333,4,15,0,0,0,0,1,3.75,4,134,2,0,1,2,0,67,https://i.ibb.co/YN3dFnR/player.png
930,Z Hoque,Thailand,7,95,1,100,0,0,0,0,15.83333333,100.8056758,7,95,1,0,0,0,0,15.83333333,4,49,1,0,0,0,0,16.33333333,3,46,0,0,0,0,0,15.33333333,https://i.ibb.co/YN3dFnR/player.png
934,Manpreet Singh,Italy,17,352,2,332,0,0,4,0,23.46666667,96.66117158,10,195,1,0,0,2,0,21.66666667,6,167,1,0,0,3,0,33.4,11,185,1,0,0,1,0,18.5,https://i.ibb.co/YN3dFnR/player.png
945,J Butler,Guernsey,5,112,1,121,0,0,2,0,28,94.0793904,5,112,1,0,0,2,0,28,5,112,1,0,0,2,0,28,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
948,LB Ferbrache,Guernsey,5,88,1,89,0,1,0,1,22,69.11716303,5,88,1,0,1,0,1,22,5,88,1,0,1,0,1,22,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
951,LC Le Tissier,Guernsey,5,30,4,29,0,0,0,0,30,105.047619,5,30,4,0,0,0,0,30,5,30,4,0,0,0,0,30,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
953,P Sarraf,Nepal,10,85,2,100,0,0,0,3,10.625,70.10017825,10,85,2,0,0,0,3,10.625,2,10,1,0,0,0,1,10,8,75,1,0,0,0,2,10.71428571,https://i.ibb.co/YN3dFnR/player.png
954,RK Paudel,Nepal,10,80,2,91,0,0,0,0,10,91.66441047,10,80,2,0,0,0,0,10,3,31,1,0,0,0,0,15.5,7,49,1,0,0,0,0,8.166666667,https://i.ibb.co/YN3dFnR/player.png
955,Virandeep Singh,Malaysia,20,561,2,536,0,2,8,1,31.16666667,95.6997313,10,316,1,0,1,6,0,35.11111111,13,381,1,0,2,5,1,31.75,7,180,1,0,0,3,0,30,https://i.ibb.co/YN3dFnR/player.png
956,Syed Aziz,Malaysia,20,533,2,427,0,4,3,2,29.61111111,110.319817,10,294,1,0,2,1,0,32.66666667,14,411,2,0,4,0,1,34.25,6,122,0,0,0,3,1,20.33333333,https://i.ibb.co/YN3dFnR/player.png
957,Ahmed Faiz Mohammad Noor,Malaysia,15,363,1,321,0,1,3,0,25.92857143,110.1700703,10,258,0,0,1,2,0,25.8,9,267,1,0,1,3,0,33.375,6,96,0,0,0,0,0,16,https://i.ibb.co/YN3dFnR/player.png
958,Shafiq Sharif,Malaysia,9,172,0,141,0,0,4,2,19.11111111,87.01915186,9,172,0,0,0,4,2,19.11111111,5,86,0,0,0,2,1,17.2,4,86,0,0,0,2,1,21.5,https://i.ibb.co/YN3dFnR/player.png
959,Anwar Arudin,Malaysia,15,137,1,156,0,0,1,4,9.785714286,65.1330768,10,71,1,0,0,0,4,7.888888889,9,106,1,0,0,1,1,13.25,6,31,0,0,0,0,3,5.166666667,https://i.ibb.co/YN3dFnR/player.png
960,Aminuddin Ramly,Malaysia,15,168,4,121,0,0,1,1,15.27272727,133.8333333,10,96,2,0,0,0,0,12,8,68,3,0,0,0,1,13.6,7,100,1,0,0,1,0,16.66666667,https://i.ibb.co/YN3dFnR/player.png
961,M Syahadat Ramli,Malaysia,8,110,2,92,0,0,1,0,18.33333333,108.9025298,8,110,2,0,0,1,0,18.33333333,4,77,2,0,0,1,0,38.5,4,33,0,0,0,0,0,8.25,https://i.ibb.co/YN3dFnR/player.png
962,S Muniandy,Malaysia,18,197,5,143,0,0,0,2,15.15384615,135.8491663,10,151,3,0,0,0,0,21.57142857,12,160,3,0,0,0,1,17.77777778,6,37,2,0,0,0,1,9.25,https://i.ibb.co/YN3dFnR/player.png
963,Fitri Sham,Malaysia,12,52,4,71,0,0,0,1,6.5,70.61995266,10,40,3,0,0,0,0,5.714285714,6,39,2,0,0,0,1,9.75,6,13,2,0,0,0,0,3.25,https://i.ibb.co/YN3dFnR/player.png
973,NJ Ferraby,Jersey,9,122,0,111,0,0,1,2,13.55555556,79.97715248,9,122,0,0,0,1,2,13.55555556,0,31,1,0,0,0,0,13,9,122,0,0,0,1,2,13.55555556,https://i.ibb.co/YN3dFnR/player.png
974,C Bisson,Jersey,8,100,1,72,0,0,1,2,14.28571429,99.86721612,8,100,1,0,0,1,2,14.28571429,0,31,1,0,0,0,0,13,8,100,1,0,0,1,2,14.28571429,https://i.ibb.co/YN3dFnR/player.png
975,BDH Stevens,Jersey,10,190,1,193,0,0,2,1,21.11111111,88.31024983,10,190,1,0,0,2,1,21.11111111,0,31,1,0,0,0,0,13,10,190,1,0,0,2,1,21.11111111,https://i.ibb.co/YN3dFnR/player.png
976,JW Jenner,Jersey,10,327,1,256,0,3,2,1,36.33333333,110.3093795,10,327,1,0,3,2,1,36.33333333,0,31,1,0,0,0,0,13,10,327,1,0,3,2,1,36.33333333,https://i.ibb.co/YN3dFnR/player.png
977,DG Blampied,Jersey,9,119,4,130,0,0,0,0,23.8,91.41244314,9,119,4,0,0,0,0,23.8,0,31,1,0,0,0,0,13,9,119,4,0,0,0,0,23.8,https://i.ibb.co/YN3dFnR/player.png
978,B Ward,Jersey,10,183,3,151,0,1,1,1,26.14285714,102.1255981,10,183,3,0,1,1,1,26.14285714,0,31,1,0,0,0,0,13,10,183,3,0,1,1,1,26.14285714,https://i.ibb.co/YN3dFnR/player.png
979,AW Hawkins-Kay,Jersey,8,63,2,84,0,0,0,1,10.5,64.59077381,8,63,2,0,0,0,1,10.5,0,31,1,0,0,0,0,13,8,63,2,0,0,0,1,10.5,https://i.ibb.co/YN3dFnR/player.png
991,Abdul-Shakoor Rahimzei,Germany,5,94,2,77,0,1,0,0,31.33333333,101.7297596,5,94,2,0,1,0,0,31.33333333,0,31,1,0,0,0,0,13,5,94,2,0,1,0,0,31.33333333,https://i.ibb.co/YN3dFnR/player.png
992,H Singh,Germany,5,58,2,61,0,0,0,0,19.33333333,93.31002331,5,58,2,0,0,0,0,19.33333333,0,31,1,0,0,0,0,13,5,58,2,0,0,0,0,19.33333333,https://i.ibb.co/YN3dFnR/player.png
998,Pavandeep Singh,Malaysia,5,5,5,8,0,0,0,1,0,80,5,5,5,0,0,0,1,0,3,4,3,0,0,0,0,0,2,1,2,0,0,0,1,0,https://i.ibb.co/YN3dFnR/player.png
1006,JE Dunford,Jersey,5,14,2,19,0,0,0,2,4.666666667,73.33333333,5,14,2,0,0,0,2,4.666666667,0,31,1,0,0,0,0,13,5,14,2,0,0,0,2,4.666666667,https://i.ibb.co/YN3dFnR/player.png
1019,SJ Baard,Namibia,14,410,2,332,0,4,1,1,34.16666667,112.7827665,10,281,0,0,2,1,1,28.1,4,189,0,0,2,0,0,47.25,10,221,2,0,2,1,1,27.625,https://i.ibb.co/YN3dFnR/player.png
1020,N Davin,Namibia,16,335,1,223,0,1,4,1,22.33333333,139.5782161,10,151,0,0,0,1,1,15.1,4,110,0,0,1,1,0,27.5,12,225,1,0,0,3,1,20.45454545,https://i.ibb.co/YN3dFnR/player.png
1021,C Viljoen,Namibia,6,68,2,71,0,0,1,0,17,101.5117768,6,68,2,0,0,1,0,17,0,31,1,0,0,0,0,13,6,68,2,0,0,1,0,17,https://i.ibb.co/YN3dFnR/player.png
1022,R Rohan,Singapore,12,209,1,181,0,0,3,2,19,91.77966641,10,177,1,0,0,2,1,19.66666667,6,131,1,0,0,3,1,26.2,6,78,0,0,0,0,1,13,https://i.ibb.co/YN3dFnR/player.png
1023,S Chandramohan,Singapore,14,436,1,386,0,3,5,2,33.53846154,97.48035958,10,296,0,0,2,3,2,29.6,6,229,1,0,2,2,0,45.8,8,207,0,0,1,3,2,25.875,https://i.ibb.co/YN3dFnR/player.png
1024,TH David,Singapore,14,558,3,359,0,4,4,0,50.72727273,145.9519021,10,365,1,0,2,3,0,40.55555556,6,281,2,0,2,3,0,70.25,8,277,1,0,2,1,0,39.57142857,https://i.ibb.co/YN3dFnR/player.png
1026,Janak Prakash,Singapore,12,118,4,94,0,0,0,2,14.75,99.49344637,10,116,3,0,0,0,1,16.57142857,5,59,2,0,0,0,1,19.66666667,7,59,2,0,0,0,1,11.8,https://i.ibb.co/YN3dFnR/player.png
1031,Kamran Khan (2),Qatar,6,121,0,119,0,0,1,0,20.16666667,96.31923632,6,121,0,0,0,1,0,20.16666667,0,31,1,0,0,0,0,13,6,121,0,0,0,1,0,20.16666667,https://i.ibb.co/YN3dFnR/player.png
1032,Muhammad Tanveer,Qatar,6,63,0,76,0,0,0,1,10.5,75.5185475,6,63,0,0,0,0,1,10.5,0,31,1,0,0,0,0,13,6,63,0,0,0,0,1,10.5,https://i.ibb.co/YN3dFnR/player.png
1033,Tamoor Sajjad,Qatar,6,167,1,145,0,0,2,0,33.4,111.5541637,6,167,1,0,0,2,0,33.4,0,31,1,0,0,0,0,13,6,167,1,0,0,2,0,33.4,https://i.ibb.co/YN3dFnR/player.png
1035,Mohammad Rizlan,Qatar,6,65,2,95,0,0,1,0,16.25,56.73280423,6,65,2,0,0,1,0,16.25,0,31,1,0,0,0,0,13,6,65,2,0,0,1,0,16.25,https://i.ibb.co/YN3dFnR/player.png
1041,SO Hetmyer,West Indies,23,379,4,333,0,1,2,3,19.94736842,103.780239,10,242,2,0,1,2,1,30.25,6,65,1,0,0,0,0,13,17,314,3,0,1,2,3,22.42857143,https://i.ibb.co/YN3dFnR/player.png
1042,KMA Paul,West Indies,14,168,6,148,0,0,0,1,21,97.92227147,10,138,4,0,0,0,1,23,0,31,1,0,0,0,0,13,14,168,6,0,0,0,1,21,https://i.ibb.co/YN3dFnR/player.png
1045,Washington Sundar,India,10,47,3,36,0,0,0,3,6.714285714,113.3333333,10,47,3,0,0,0,3,6.714285714,6,25,2,0,0,0,2,6.25,4,22,1,0,0,0,1,7.333333333,https://i.ibb.co/YN3dFnR/player.png
1046,RP Burl,Zimbabwe,19,376,5,342,0,1,5,0,26.85714286,95.2638907,10,197,4,0,0,4,0,32.83333333,2,19,0,0,0,0,0,9.5,17,357,5,0,1,5,0,29.75,https://i.ibb.co/YN3dFnR/player.png
1047,R Sandaruwan,Kuwait,6,127,0,94,0,1,0,1,21.16666667,105.5074786,6,127,0,0,1,0,1,21.16666667,0,31,1,0,0,0,0,13,6,127,0,0,1,0,1,21.16666667,https://i.ibb.co/YN3dFnR/player.png
1050,Muhammad Kashif,Kuwait,5,149,1,118,0,1,2,0,37.25,106.2794471,5,149,1,0,1,2,0,37.25,0,31,1,0,0,0,0,13,5,149,1,0,1,2,0,37.25,https://i.ibb.co/YN3dFnR/player.png
1052,Shiraz Khan,Kuwait,5,13,1,24,0,0,0,1,3.25,65.35714286,5,13,1,0,0,0,1,3.25,0,31,1,0,0,0,0,13,5,13,1,0,0,0,1,3.25,https://i.ibb.co/YN3dFnR/player.png
1053,Bilal Tahir,Kuwait,6,76,1,62,0,0,1,2,15.2,85.69444444,6,76,1,0,0,1,2,15.2,0,31,1,0,0,0,0,13,6,76,1,0,0,1,2,15.2,https://i.ibb.co/YN3dFnR/player.png
1062,DS Airee,Nepal,17,292,2,273,0,0,5,0,19.46666667,99.03259406,10,179,1,0,0,3,0,19.88888889,3,86,1,0,0,2,0,43,14,206,1,0,0,3,0,15.84615385,https://i.ibb.co/YN3dFnR/player.png
1063,S Lamichhane,Nepal,8,23,3,31,0,0,0,2,4.6,63.19444444,8,23,3,0,0,0,2,4.6,0,31,1,0,0,0,0,13,8,23,3,0,0,0,2,4.6,https://i.ibb.co/YN3dFnR/player.png
1064,A Bohara,Nepal,5,17,1,20,0,0,0,2,4.25,54.28571429,5,17,1,0,0,0,2,4.25,0,31,1,0,0,0,0,13,5,17,1,0,0,0,2,4.25,https://i.ibb.co/YN3dFnR/player.png
1067,MR Adair,Ireland,14,150,5,128,0,0,1,1,16.66666667,120.8540426,10,97,3,0,0,0,1,13.85714286,3,43,1,0,0,1,0,21.5,11,107,4,0,0,0,1,15.28571429,https://i.ibb.co/YN3dFnR/player.png
1068,SC Getkate,Ireland,12,86,2,77,0,0,0,1,8.6,95.1521164,10,60,1,0,0,0,1,6.666666667,2,14,1,0,0,0,0,14,10,72,1,0,0,0,1,8,https://i.ibb.co/YN3dFnR/player.png
1069,GJ Delany,Ireland,20,411,3,286,0,2,2,0,24.17647059,129.9078116,10,165,2,0,0,2,0,20.625,3,76,0,0,1,0,0,25.33333333,17,335,3,0,1,2,0,23.92857143,https://i.ibb.co/YN3dFnR/player.png
1070,FA Allen,West Indies,15,145,4,122,0,0,1,3,13.18181818,105.4343576,10,102,4,0,0,1,1,17,7,57,2,0,0,0,1,11.4,8,88,2,0,0,1,2,14.66666667,https://i.ibb.co/YN3dFnR/player.png
1071,MD Patel,United States of America,8,85,1,91,0,0,0,0,12.14285714,94.66967469,8,85,1,0,0,0,0,12.14285714,0,31,1,0,0,0,0,13,8,85,1,0,0,0,0,12.14285714,https://i.ibb.co/YN3dFnR/player.png
1072,Steven Ryan Taylor,United States of America,8,265,1,213,0,2,2,1,37.85714286,113.6111973,8,265,1,0,2,2,1,37.85714286,0,31,1,0,0,0,0,13,8,265,1,0,2,2,1,37.85714286,https://i.ibb.co/YN3dFnR/player.png
1073,Aaron Jones,United States of America,7,81,3,86,0,0,1,0,20.25,89.47674616,7,81,3,0,0,1,0,20.25,0,31,1,0,0,0,0,13,7,81,3,0,0,1,0,20.25,https://i.ibb.co/YN3dFnR/player.png
1074,JS Malhotra,United States of America,6,112,1,107,0,0,1,0,22.4,99.75108225,6,112,1,0,0,1,0,22.4,0,31,1,0,0,0,0,13,6,112,1,0,0,1,0,22.4,https://i.ibb.co/YN3dFnR/player.png
1075,HR Walsh,United States of America,10,128,2,135,0,0,0,1,16,83.51672432,10,128,2,0,0,0,1,16,1,0,1,0,0,0,1,0,9,128,1,0,0,0,0,16,https://i.ibb.co/YN3dFnR/player.png
1078,RA Thomas,Canada,7,72,1,93,0,0,0,1,12,67.38713667,7,72,1,0,0,0,1,12,0,31,1,0,0,0,0,13,7,72,1,0,0,0,1,12,https://i.ibb.co/YN3dFnR/player.png
1079,NS Dhaliwal,Canada,10,337,1,267,0,3,3,0,37.44444444,119.3380644,10,337,1,0,3,3,0,37.44444444,0,31,1,0,0,0,0,13,10,337,1,0,3,3,0,37.44444444,https://i.ibb.co/YN3dFnR/player.png
1081,Ravinderpal Singh,Canada,9,245,2,167,1,1,0,1,35,106.4925617,9,245,2,1,1,0,1,35,0,31,1,0,0,0,0,13,9,245,2,1,1,0,1,35,https://i.ibb.co/YN3dFnR/player.png
1082,D Heyliger,Canada,7,58,5,43,0,0,0,1,29,129.6717172,7,58,5,0,0,0,1,29,0,31,1,0,0,0,0,13,7,58,5,0,0,0,1,29,https://i.ibb.co/YN3dFnR/player.png
1083,C Hauptfleisch,Cayman Islands,5,69,0,90,0,0,1,1,13.8,50.08547009,5,69,0,0,0,1,1,13.8,0,31,1,0,0,0,0,13,5,69,0,0,0,1,1,13.8,https://i.ibb.co/YN3dFnR/player.png
1085,YSD Seneveratne,Cayman Islands,6,48,0,83,0,0,0,1,8,50.10561661,6,48,0,0,0,0,1,8,0,31,1,0,0,0,0,13,6,48,0,0,0,0,1,8,https://i.ibb.co/YN3dFnR/player.png
1086,GM Strydom,Cayman Islands,6,97,1,93,0,0,1,2,19.4,67.17171717,6,97,1,0,0,1,2,19.4,0,31,1,0,0,0,0,13,6,97,1,0,0,1,2,19.4,https://i.ibb.co/YN3dFnR/player.png
1087,AF Ifill,Cayman Islands,6,37,1,61,0,0,0,0,7.4,97.18660969,6,37,1,0,0,0,0,7.4,0,31,1,0,0,0,0,13,6,37,1,0,0,0,0,7.4,https://i.ibb.co/YN3dFnR/player.png
